country,feature,importance
Cameroon,wheat_production,0.0044966827926713445
Cameroon,wheat_area,0.006530107563322591
Cameroon,wheat_yield,0.05887570376235467
Cameroon,wheat_volatility,0.001271399366521946
Cameroon,yams_production,0.003129704818521401
Cameroon,yams_area,0.030700845867473157
Cameroon,yams_yield,0.005340002582779707
Cameroon,yams_volatility,0.000318232392085942
Cameroon,gdp_per_capita_lag1,0.03518098748045983
Cameroon,water_access_lag1,0.019588715982221224
Cameroon,sanitation_access_lag1,0.019215498065837708
Cameroon,political_stability_lag1,0.024595854542113063
Cameroon,temperature_lag1,0.0006566825079968417
Cameroon,precipitation_lag1,0.0012594881416793826
Cameroon,cassava_production_lag1,0.023212707121138716
Cameroon,cassava_area_lag1,0.010518475450112523
Cameroon,cassava_yield_lag1,0.0007517249851393703
Cameroon,cassava_volatility_lag1,0.001004321951666207
Cameroon,maize_production_lag1,0.006940597966963519
Cameroon,maize_area_lag1,0.02482922919537656
Cameroon,maize_yield_lag1,0.004731959529294922
Cameroon,maize_volatility_lag1,0.0008119118889981037
Cameroon,rice_production_lag1,0.014712187232467073
Cameroon,rice_area_lag1,0.0012863267632554148
Cameroon,rice_yield_lag1,0.0016037538376923591
Cameroon,rice_volatility_lag1,0.003680341085290092
Cameroon,sorghum_production_lag1,0.01676965396857844
Cameroon,sorghum_area_lag1,0.011736536266802539
Cameroon,sorghum_yield_lag1,0.005556368886869407
Cameroon,sorghum_volatility_lag1,0.0009810055593517785
Cameroon,wheat_production_lag1,0.0007435307066944299
Cameroon,wheat_area_lag1,0.0070324888929574735
Cameroon,wheat_yield_lag1,0.05288904051397036
Cameroon,wheat_volatility_lag1,0.002039009126546943
Cameroon,yams_production_lag1,0.015025173575485821
Cameroon,yams_area_lag1,0.02046924118693662
Cameroon,yams_yield_lag1,0.009581895842095867
Cameroon,yams_volatility_lag1,0.0004899250398008474
Cameroon,gdp_per_capita_lag2,0.007789877128469038
Cameroon,water_access_lag2,0.011845296336369916
Cameroon,sanitation_access_lag2,0.006133342702013458
Cameroon,political_stability_lag2,0.04232808185428097
Cameroon,temperature_lag2,0.0022995850561158236
Cameroon,precipitation_lag2,0.000709640479141535
Cameroon,cassava_production_lag2,0.03101475033275349
Cameroon,cassava_area_lag2,0.010079241839858531
Cameroon,cassava_yield_lag2,0.007704750831277945
Cameroon,cassava_volatility_lag2,0.0011084220970060074
Cameroon,maize_production_lag2,0.02112326818400765
Cameroon,maize_area_lag2,0.01411662620883005
Cameroon,maize_yield_lag2,0.011549044547875063
Cameroon,maize_volatility_lag2,0.0016621767113085121
Cameroon,rice_production_lag2,0.041613378657185146
Cameroon,rice_area_lag2,0.01657939976203169
Cameroon,rice_yield_lag2,0.0012819254816246013
Cameroon,rice_volatility_lag2,0.012269741870956717
Cameroon,sorghum_production_lag2,0.019533086934282497
Cameroon,sorghum_area_lag2,0.015354260683321163
Cameroon,sorghum_yield_lag2,0.004840238068374044
Cameroon,sorghum_volatility_lag2,0.0001163012846699036
Cameroon,wheat_production_lag2,0.003002202277183558
Cameroon,wheat_area_lag2,0.0012211315122073842
Cameroon,wheat_yield_lag2,0.012742282314922885
Cameroon,wheat_volatility_lag2,0.0009138951393095438
Cameroon,yams_production_lag2,0.017081007943224265
Cameroon,yams_area_lag2,0.03245628235948158
Cameroon,yams_yield_lag2,0.004544375947042316
Cameroon,yams_volatility_lag2,0.0009132734300786
Central African Republic,temperature,0.000719989878628613
Central African Republic,precipitation,0.0014326398780673418
Central African Republic,gdp_per_capita,0.005067712403656881
Central African Republic,water_access,0.014733130722441552
Central African Republic,sanitation_access,0.010903223281284664
Central African Republic,political_stability,0.0003693632531188692
Central African Republic,ccri_score,0.0
Central African Republic,cassava_production,0.015001290958058664
Central African Republic,cassava_area,0.0022263645102796837
Central African Republic,cassava_yield,0.010196706566371188
Central African Republic,cassava_volatility,0.02214252785007759
Central African Republic,maize_production,0.00579526200746329
Central African Republic,maize_area,0.007553083706338195
Central African Republic,maize_yield,0.03313111708962655
Central African Republic,maize_volatility,0.00023083092442934341
Central African Republic,rice_production,0.0013574663328134622
Central African Republic,rice_area,0.001946456428612962
Central African Republic,rice_yield,0.03424143006056664
Central African Republic,rice_volatility,0.0006837902828260346
Central African Republic,sorghum_production,0.01612177289073733
Central African Republic,sorghum_area,0.010486482178104556
Central African Republic,sorghum_yield,0.005931244508533189
Central African Republic,sorghum_volatility,0.0008077171926835272
Central African Republic,wheat_production,0.0
Central African Republic,wheat_area,0.0
Central African Republic,wheat_yield,0.0
Central African Republic,wheat_volatility,0.0
Central African Republic,yams_production,0.019790637701260237
Central African Republic,yams_area,0.036611990901059564
Central African Republic,yams_yield,0.037953556382178656
Central African Republic,yams_volatility,0.0007862391195280828
Central African Republic,gdp_per_capita_lag1,0.004080510849532287
Central African Republic,water_access_lag1,0.02601451226418861
Central African Republic,sanitation_access_lag1,0.05928561811680737
Central African Republic,political_stability_lag1,0.005292475598513357
Central African Republic,temperature_lag1,0.0005238469027076892
Central African Republic,precipitation_lag1,0.0003471591427101989
Central African Republic,cassava_production_lag1,0.036586259707197456
Central African Republic,cassava_area_lag1,0.0020212460989767343
Central African Republic,cassava_yield_lag1,0.01331455860869784
Central African Republic,cassava_volatility_lag1,0.04398578253055591
Central African Republic,maize_production_lag1,0.005819343425993861
Central African Republic,maize_area_lag1,0.0027232506913059734
Central African Republic,maize_yield_lag1,0.04812766945825141
Central African Republic,maize_volatility_lag1,0.0004958510865725169
Central African Republic,rice_production_lag1,0.0003615722323471991
Central African Republic,rice_area_lag1,0.0025896392664765
Central African Republic,rice_yield_lag1,0.04058416581806548
Central African Republic,rice_volatility_lag1,0.0010495370048193378
Central African Republic,sorghum_production_lag1,0.004562100170045873
Central African Republic,sorghum_area_lag1,0.004538207561666615
Central African Republic,sorghum_yield_lag1,0.0025371781810318277
Central African Republic,sorghum_volatility_lag1,0.0011204957085000538
Central African Republic,wheat_production_lag1,0.0
Central African Republic,wheat_area_lag1,0.0
Central African Republic,wheat_yield_lag1,0.0
Central African Republic,wheat_volatility_lag1,0.0
Central African Republic,yams_production_lag1,0.020731584157926596
Central African Republic,yams_area_lag1,0.02590697317887376
Central African Republic,yams_yield_lag1,0.058738735784642365
Central African Republic,yams_volatility_lag1,0.0015814669306816918
Central African Republic,gdp_per_capita_lag2,0.0010888789052124204
Central African Republic,water_access_lag2,0.049545669974065225
Central African Republic,sanitation_access_lag2,0.03270892097815881
Central African Republic,political_stability_lag2,0.010021340501437654
Central African Republic,temperature_lag2,0.0005064738418687058
Central African Republic,precipitation_lag2,0.0011719636657871026
Central African Republic,cassava_production_lag2,0.03538849133712406
Central African Republic,cassava_area_lag2,0.0022373478634196468
Central African Republic,cassava_yield_lag2,0.0008819881342174909
Central African Republic,cassava_volatility_lag2,0.02672642692412104
Central African Republic,maize_production_lag2,0.002871777487202491
Central African Republic,maize_area_lag2,0.0018597205008675836
Central African Republic,maize_yield_lag2,0.019416533604793243
Central African Republic,maize_volatility_lag2,0.0003961337711712682
Central African Republic,rice_production_lag2,0.0006136682634445568
Central African Republic,rice_area_lag2,0.0019030019578023675
Central African Republic,rice_yield_lag2,0.009002938958666702
Central African Republic,rice_volatility_lag2,0.0004851090596795634
Central African Republic,sorghum_production_lag2,0.004290700639268004
Central African Republic,sorghum_area_lag2,0.004700892125785258
Central African Republic,sorghum_yield_lag2,0.0012252952473213198
Central African Republic,sorghum_volatility_lag2,0.00045032727232333173
Central African Republic,wheat_production_lag2,0.0
Central African Republic,wheat_area_lag2,0.0
Central African Republic,wheat_yield_lag2,0.0
Central African Republic,wheat_volatility_lag2,0.0
Central African Republic,yams_production_lag2,0.028310224567728363
Central African Republic,yams_area_lag2,0.00045498369689309646
Central African Republic,yams_yield_lag2,0.05055470305004221
Central African Republic,yams_volatility_lag2,0.00404472018576327
Chad,temperature,0.007180747940283569
Chad,precipitation,0.0005144196243338928
Chad,gdp_per_capita,0.005222730990201281
Chad,water_access,0.03695754582196428
Chad,sanitation_access,0.01967481206335522
Chad,political_stability,0.0011544619168643358
Chad,ccri_score,0.0
Chad,cassava_production,0.00045728827454280394
Chad,cassava_area,0.0008022774415726467
Chad,cassava_yield,0.00161787440144226
Chad,cassava_volatility,0.004186465934278367
Chad,maize_production,0.010230883669395143
Chad,maize_area,0.02233575214201662
Chad,maize_yield,0.015481402699936763
Chad,maize_volatility,0.005630843015289294
Chad,rice_production,0.01938348056631546
Chad,rice_area,0.030338017902686344
Chad,rice_yield,0.0005228404678101409
Chad,rice_volatility,0.0023948969784256652
Chad,sorghum_production,0.018869326603487484
Chad,sorghum_area,0.011790086326366817
Chad,sorghum_yield,0.0008735863725625917
Chad,sorghum_volatility,0.0009685637127219368
Chad,wheat_production,0.00044813741159990383
Chad,wheat_area,0.013195332489140083
Chad,wheat_yield,0.0008019333348977894
Chad,wheat_volatility,0.05483234865638021
Chad,yams_production,0.015192472750552166
Chad,yams_area,0.024144626652312973
Chad,yams_yield,0.0008677068848148968
Chad,yams_volatility,0.001039267261047414
Chad,gdp_per_capita_lag1,0.005183101267569911
Chad,water_access_lag1,0.04188533795624627
Chad,sanitation_access_lag1,0.006173054779151546
Chad,political_stability_lag1,0.0005829267942011649
Chad,temperature_lag1,0.0010449700805265482
Chad,precipitation_lag1,0.0006298463886798833
Chad,cassava_production_lag1,0.001868508836715675
Chad,cassava_area_lag1,0.0005008566641390955
Chad,cassava_yield_lag1,0.0011072450036101154
Chad,cassava_volatility_lag1,0.0011095817201593197
Chad,maize_production_lag1,0.029771707414801136
Chad,maize_area_lag1,0.016471538528500494
Chad,maize_yield_lag1,0.02781501118559669
Chad,maize_volatility_lag1,0.005909603034382273
Chad,rice_production_lag1,0.030529259813565468
Chad,rice_area_lag1,0.027053167033828287
Chad,rice_yield_lag1,0.0005542365024298173
Chad,rice_volatility_lag1,0.0018841800791080281
Chad,sorghum_production_lag1,0.01672449892231647
Chad,sorghum_area_lag1,0.014473365889076077
Chad,sorghum_yield_lag1,0.0006876766164887504
Chad,sorghum_volatility_lag1,0.0025796267298127044
Chad,wheat_production_lag1,0.00032905999462781656
Chad,wheat_area_lag1,0.005609892174348542
